STANAME,STAID,latitude,longitude,mean_diff_winter,mean_diff_spring,mean_diff_summer,mean_diff_autumn,mean_diff_pers_winter_0,mean_diff_pers_spring_0,mean_diff_pers_summer_0,mean_diff_pers_autumn_0,mean_diff_pers_winter_1,mean_diff_pers_spring_1,mean_diff_pers_summer_1,mean_diff_pers_autumn_1
ZILANI,997,+56:30:00,+025:54:00,2.2128345342254243,1.7836005838769893,0.8809812989680026,0.5772329584378983,-0.001496536948266711,0.012895050778019286,0.023674512859640923,0.006110339070815968,0.010447854536528753,-0.010134724029838964,0.020465905119798206,0.04572166027783789
ROROS,1040,+62:34:01,+011:23:00,1.8811851851851866,1.1329858754833109,0.5268478260869554,0.3812454212454215,-0.004830905495180758,0.02656028176727685,0.04361078535426658,0.01903310963528774,0.0310743145381641,0.029479622587177953,0.020817058819049175,-0.012811965909257124
TVEITSUND,1043,+59:01:37,+008:31:14,2.024033387050122,1.4265770904635144,0.7678260869565232,0.5851490846529428,-0.033866972201992494,0.017223108668576962,0.04487078684989072,0.029907425280652752,-0.003984539064885249,-0.015140740310454068,0.06065481622000339,0.029539473776697682
SAUDA,1047,+59:38:54,+006:21:47,1.7439733684759628,1.0735789934702984,0.5714590326257714,0.7587226935413458,0.008189011349115337,0.014837227921728417,0.03999937964826067,0.040545436081518255,0.07613996305535554,0.014048519133314934,0.022011349237951994,0.01426783206341526
TAKLE,1049,+61:01:36,+005:23:06,0.9892264013350727,0.7321626686656666,0.7286981341695977,0.298791208791207,-0.0054621017933514275,-0.0011919186826601985,0.01614260001464087,0.04440114993650107,-0.03063742332177879,0.05451179173215229,0.03707592274566619,-0.023921787966661324
TAFJORD,1051,+62:14:00,+007:25:00,1.1440125149232223,0.7219260943105823,0.6257659985796558,0.42963369963370024,0.02133122636706436,-0.0050740567173751345,0.0011823052963883059,0.012265541434408127,0.01889536380097134,-0.0023399075750133026,0.020354719115321097,0.012920358317158046
VAERNES,1052,+63:30:00,+010:53:24,1.779185185185185,1.0089492753623182,0.8597463768115929,0.7814652014652017,0.014095215708081548,0.007309527189655566,0.002414731918429939,0.0587161292939661,0.017270352312451484,0.009331783031989027,0.051930606287628155,0.010381354303124082
KJOBLI I SNAASA,1054,+64:09:36,+012:28:12,2.022356450594404,0.7940906440581812,0.6907319787818516,0.5676923076923077,0.013204508730476761,-0.018921846438559306,-0.011202569667203855,0.05289751366507412,-0.036408541666116956,0.015644070122484158,0.011568401045593583,-0.013353801924508822
BARDUFOSS,1057,+69:03:32,+018:32:25,1.6121233790292688,1.0679710144927537,0.524275362318841,0.8034354086773441,0.038765568836647,0.029759102669724088,-0.030055561360990374,0.020401829788076968,0.03364030487873548,-0.028102979347429963,-0.046810762417869176,-0.004399905188030464
SIHCCAJAVRI,1058,+68:45:19,+023:32:18,1.669250784216608,1.3110710924686089,0.4124281276119284,0.7212846581151793,0.01905022238865569,-0.02060865484908312,-0.00026544433390454165,0.016317935788365857,0.012964304488808977,-0.01559878648334027,-0.03352092705221138,-0.048719195432532274
BARENÑBURG,1067,+78:04:00,+014:15:00,3.1978024663235427,2.108755678131084,0.9363960489210101,1.2689067082775503,0.014882765002981978,-0.0010860378792658157,-0.017913718569558812,-0.03232733372566582,0.009579412200006916,-0.04101151844515765,-0.029345211046912966,-0.0021523516495124844
TERIBERKA,1068,+69:12:00,+035:07:00,1.2862645277315616,1.2245167100730445,0.3159400967960302,0.8052881215388628,-0.00508641764311808,-0.01338604499029865,0.0004669517421431904,0.01703038507648219,0.011703751986205276,-0.021725804004543114,-0.02464489232972391,-0.029487761761910886
KANIN NOS,1074,+68:39:00,+043:18:00,1.2219910100831672,1.340290424775744,0.32655040226501786,0.9239306255106758,-0.02042112071273394,-0.012573291462052587,-0.03479060408530412,0.0009234621516943397,0.029653715641700464,-0.028432150674018247,-0.0670786258118091,-0.003838897991316954
KRASNOSCEL'E,1077,+67:20:59,+037:03:00,1.5995554768389209,1.6439052396878484,0.2745700623525451,0.7564340603756854,-0.005956084113428482,-0.0019290093918324007,0.012103596823456969,0.04268549905288766,-0.003449730888430464,-0.05943510962780079,-0.056168453510753856,-0.0842891284025217
INDIGA,1081,+67:40:59,+048:40:59,1.2388540649377795,1.539747983064772,0.5814735808164517,0.9106921810765125,-0.0038017354877775095,-0.05157494588647662,-0.03387428060755078,0.02479245541758732,0.0052243006222960405,-0.02913185127213016,-0.023906015134757305,-0.029500043006050705
UXTA KALEVALA,1088,+65:13:00,+031:09:00,1.8532821843340734,1.4256521739130434,0.4236594202898534,0.8129569929276788,0.016630493069062488,0.017473247114582587,-0.0032283983926841395,0.004375690111172516,-0.03434797812869413,-0.047680035050655566,-0.017971344419842033,-0.07293879507622596
REBOLY',1104,+63:49:59,+030:49:00,2.123649938458094,1.6238960634760544,0.39139960962812026,0.7688775577464522,-0.02679059373786567,0.015954479398922524,0.028256228755820675,0.02915601263046855,-0.017700511772480738,-0.02509146375607221,-0.012480830229609717,-0.025386161068875937
KARGOPOL',1124,+61:31:00,+038:55:59,2.160956452762841,1.6823199444891268,0.7688446621759564,0.824335425419964,0.006845640203262466,0.03347706613235204,0.02231959975077797,0.014279462950988057,0.006274521936485702,-0.009074270789090191,-0.0017754284839576666,-0.009726334279318474
VY'BORG,1127,+60:43:00,+028:43:59,2.2578604449004605,1.3599561563755937,0.7743579583983831,0.618683135993459,-0.01619904355560627,-0.028455594969168694,0.021064479937913234,0.010079846600879369,-0.005696022098315576,-0.017809631050987134,-0.0038668358630958516,0.01059406498245219
TIXVIN,1143,+59:39:00,+033:32:59,2.779998177012124,1.1471766045548653,0.8998913043478289,0.36737480261673827,-0.028875137977721465,0.011160518019833546,0.031195295444558183,-0.044054430006299605,-0.025932271254104838,-0.014462251048433412,-0.0010497795086740673,0.03255705350169126
STARAYA RUSSA,1152,+58:01:00,+031:19:00,2.638214104515475,1.9073779247746883,0.9060610445860959,0.6637311475052936,0.010186678611862955,0.013488873131356358,0.03047722298306765,-0.017607433069259402,0.0032304649449130204,0.0007412600663159427,0.01170425633047042,0.03916109207797537
KRASNAYA GORA,1172,+53:01:00,+031:36:00,2.6159894810125524,2.0198846988249253,0.9735500608069003,0.8648591778591772,-0.02521656315907718,0.002257699947365712,0.03310478492396823,-0.01701531395238039,0.02041949475625579,-0.0430237324292524,0.01168822737019442,0.08062080834112156
TOT'MA,1176,+59:52:59,+042:45:00,2.2509161699148663,1.5292906613927542,0.8634366573199692,0.9550334616795013,-0.0010291536460929692,0.024668580675159292,0.044069639498374225,0.00812052069832632,0.00029533412583661664,6.246828530783564e-05,-0.017145016903189498,-0.01377146503241654
NIKOL'SK,1177,+59:31:59,+045:28:00,2.24375839196259,1.5623832119473255,0.9187199589604731,1.0273628470315392,-0.003246193501734434,0.022265761050062144,0.02589057993418488,-0.0038695236761251894,0.02822233827694847,0.021844306474093706,-0.020683640219044154,-0.01936696821557796
RY'BINSK GMO,1184,+58:06:00,+038:42:00,2.673977825748853,1.3624688355123138,0.7855497146827268,0.4825849126690933,-0.0224634789006314,0.0057801441709748255,0.03051856135352964,-0.004148099798494825,-0.02524072920074491,-0.027266242510564115,-0.03057592336542604,-0.02382117675972538
MOZHAJSK,1215,+55:31:00,+036:00:00,2.460394432649209,1.7094565217391313,1.1129919908466839,0.8047581154477701,0.0016544733464225864,0.014297707819816154,0.049941213192901984,-0.06026703595051213,0.009881399015000857,0.004539738800182288,0.0041885102376302994,0.04033175178695327
POREÑKOE,1232,+55:10:59,+046:19:59,2.4035166067673206,1.1242330917874392,0.6076870413940512,0.8217469776911424,-0.013922861965171564,0.008074293316728211,0.006865212324509494,-0.012881459341800402,0.01060753104280091,-0.008666012081808977,-0.012261425909941287,-0.0012042556041658061
RYAZAN',1239,+54:37:59,+039:42:00,2.769232732249213,1.4260498832780444,0.5010711353034623,0.5717693345880406,-0.033296053164707407,0.016476170215286825,0.04511180380621297,-0.048792742787628685,0.009191870548729188,0.01159512195459612,0.02158769295489926,0.04010838316197744
ZEMETCHINO,1254,+53:28:59,+042:37:59,2.3857249906331948,1.372355072463768,0.794518023246443,1.0063144775266188,-0.02437650872553581,0.0006197108356947046,0.03275884699544752,-0.014832270046729044,0.013636411107296784,0.003977057106068943,0.020661613474987624,0.026788685702176865
PENZA,1264,+53:07:00,+045:01:00,2.4879378688289933,1.301314785218044,0.8888707538059819,1.1966243159819463,-0.005864716820501665,0.029247025258708176,0.04291225074761912,-0.02221947682328376,0.01110110933558565,-0.018519632259328022,0.014103007152482576,0.03656984418427619
BEZENCHUK,1266,+52:58:59,+049:25:59,2.392827183419337,1.209178352217183,0.6284309728339075,1.3207154869113298,0.03526096444921292,0.022584681951415827,-0.010226429357932722,-0.015303785614030696,0.00030383844848915024,-0.024853872546461247,-0.018859319468797365,0.019833142143452016
BOGORODIÑKOE-FENINO,1280,+51:10:00,+037:21:00,2.20569089390142,1.4399527479148837,0.7025362318840571,0.8071260526415172,-0.039230139140007746,-0.0004449380524558957,0.051208223141644464,-0.001263159423024038,0.015205955235526236,-0.017651976858339496,-0.007870053591690391,0.04312746455764093
VORONEZH,1282,+51:42:00,+039:13:00,2.464854641077946,1.6679710144927533,1.0382488638927363,1.100922066439308,-0.025082116105207674,0.005228517342437662,0.035822840990400506,-0.02976908998379094,0.013703832515375694,-0.034321886979720294,0.018937844520110443,0.07319084223797832
GOTNYA,1287,+50:48:00,+035:46:00,2.016148120237797,1.4811956521739127,0.8641758921953588,0.7208726088726101,-0.056458902456283364,0.007221549674328538,0.05299342803524659,0.005476606846236409,0.0005654671846009811,-0.015659608728297067,0.0013133377305977153,0.02915778206822808
URYUPINSK,1292,+50:48:00,+042:00:00,2.450079820841175,1.4775232255667046,0.7538800134820036,1.132462324723341,-0.015921772316164887,0.005967188626588642,0.03165330613295342,0.012167674593818168,0.01707842874139202,-0.025639506407869002,-0.014596305083030513,0.03688901614116371
VALUJKI,1300,+50:13:00,+038:06:00,2.040287815703474,1.210696075320005,0.8132343603957857,0.7219766606318343,-0.02869699828983346,-0.017470763656493606,0.02944993164941156,-0.0172302956030078,-0.008564658907803488,-0.019232164824924677,-0.018318344164636194,0.01478702746906654
FROLOVO,1303,+49:48:00,+043:40:00,2.035074478370749,1.2089270839906616,0.7499144975805265,1.0172401129585777,0.009740680003494193,0.0029360166150240933,0.015171204661718125,-0.006489992371195987,0.023362520157621844,-0.019092492645586493,0.0072345362029774445,0.046944983424509146
CHERTKOVO,1307,+49:22:59,+040:10:00,1.9396561425068661,1.311261264822134,0.7768287282766977,0.896810660603764,-0.019357007707781138,0.00833201002659303,0.026834207965485194,0.006103172444768495,0.024777506948401622,-0.006032767740953971,-0.022033715688350008,0.007463900722840056
E'L'TON,1312,+49:07:59,+046:51:00,2.2254855321513203,1.3017927972104157,0.8314659781784606,0.9795142467007247,-0.002196944089852202,-0.0024867973254856595,0.02099902097850692,0.008699047149178409,0.002662692701369862,-0.004295093000880378,0.010781562310767746,0.007656432295192243
VERXNIJ BASKUNCHAK,1319,+48:13:00,+046:43:59,2.3279549180594143,1.319942015390053,0.9190086665340402,1.005803755471737,-0.021388833117020792,-0.0008166180589190818,0.03246934007352562,0.0008293332917170215,-0.0011210504279123832,-0.010774630191443394,-0.0033875057089421705,-0.014761581888937664
BERDYANSK_PORT,1326,+46:45:00,+036:46:59,1.1725555555555556,1.2655072463768118,1.3631521739130434,0.8271062271062277,-0.03324217728222534,-0.012452780711334358,0.03328990123901129,0.051063159379898096,-0.01836965022581064,-0.01659664771046634,0.044072555035191925,0.032093071893333006
TAGANROG,1327,+47:12:00,+038:54:00,1.3578231788570838,1.1709410831205123,1.2369958774071215,0.8154296059494381,-0.022522494692871195,-0.02871645954363455,0.04366803590429637,0.04350698656924759,0.0015920323433358436,0.0031283299337188835,0.03891160278821915,0.026065889648231377
E'LISTA,1342,+46:22:00,+044:19:59,1.8566983611562105,0.9622826086956522,0.8993643708168158,0.7586775293671852,-0.03197430077448713,-0.015644071498545808,0.056749862922763655,0.022386676780027134,0.014450830045171639,-0.024870287527995697,0.0021778862661631466,0.014893104639090592
YASHKUL',1343,+46:10:59,+045:21:00,2.000188877365066,1.0335478638940199,1.0118370781876003,1.0313093979210262,-0.03523833832463112,-0.015036481784581265,0.05185774060922979,0.03165102228842958,0.004576760561530715,-0.03546299497644669,0.008376350596585364,0.030589237766529973
KISLOVODSK,1372,+43:54:00,+042:43:00,0.23564206328745674,0.20610822265395523,0.5163530984652667,0.4001036366303321,-0.04550809595720973,-0.04218467013763225,0.05398356615904296,0.04945422727197079,0.019912487911877885,0.036178633077849444,0.041715938119127466,-0.01146098197426615
SANTANDER CENTRO,1392,+43:27:52,-003:49:08,1.001615988787588,0.9147454127703334,0.9613751163047404,0.9436263736263708,0.035261615980895555,-0.0018438864376631387,-0.01707424722665111,0.021630390046743088,0.01216405495873872,-0.007490841995701778,0.04129823367373091,0.023837028702577926
BILBAO AEROPUERTO,1393,+43:17:53,-002:54:20,0.5740614986863797,1.268325135836724,1.429544342067377,0.9272556458626742,0.028472282324588837,-0.015143719476076522,0.018297107627614568,0.01635484289467136,0.01709330942576645,0.08754880421893373,0.09462012645728379,0.021188510295757426
SANTIAGO DE COMPOSTELA/LABACOLLA,1394,+42:53:16,-008:24:38,0.8854814012288834,1.4280032581538968,1.395753843810244,0.8774040688209315,0.0244649044514414,0.014706220477895701,0.021378916770851065,0.021696121026977752,0.004494472818787434,0.042079582582793824,0.016455924412311817,0.016766966465388333
LEON VIRGEN DEL CAMINO,1397,+42:35:20,-005:38:57,0.5665104088286936,0.7167028985507251,0.7260144927536238,0.21040293040293,0.018573750774121527,0.05063849614173849,0.021036268718185286,0.037005072288505976,-0.0013530116366606713,0.0073296603506887445,0.0068585034656879025,0.0023675389174733514
LOGRONO-AGONCILLO,1398,+42:27:07,-002:19:51,0.39674074074074106,0.9855382384922091,1.4445088800289945,0.6684981684981679,-0.06679390792521447,-0.042326097531659564,0.011590115283608548,0.011781504310791547,-0.007602067620477564,-0.027533662812494662,0.009261775507071386,-0.0016673371040238257
ZAMORA,1399,+41:31:00,-005:44:00,0.6542571235879278,1.2686844035799858,1.8037781109445277,0.7331201223785815,-0.014688929097795565,0.04424987621379689,0.015958453995975633,0.00809841916504493,0.02057466302582415,-0.015753179210402337,-0.0013576298066303172,0.011074765266329643
MURCIA/SAN JAVIER,1404,+37:47:20,-000:48:11,0.6661448271799539,1.2696678676790665,1.4955391005791192,0.9929522010020229,0.02309981292079428,-0.061997304788139626,-0.0523830869190314,0.06772173868067871,-0.04380632102923414,-0.01510133952356258,0.0636383307813553,0.04255015335384015
KARESUANDO,1409,+68:26:31,+022:27:01,1.9344444444444449,1.6374637681159423,0.5764811138988577,0.6515750915750917,0.011704825548736992,-0.03619992547158043,-0.02534592962061921,-0.005933970921033049,-0.005389311352290012,-0.032414242959935634,-0.03183899945798697,-0.07850139540418988
LULEA FLYGPLATS,1412,+65:32:35,+022:07:09,2.3705925925925957,1.5166666666666666,0.636014492753624,0.8266666666666662,-0.042447016093144455,-0.0254296081683657,-0.004575578966813013,0.023121947195575428,-0.004125693398930096,-0.06115700242329848,0.01627385173023437,0.0022925499229473267
SVENSKA HOGARNA,1414,+59:26:39,+019:30:20,1.5788888888888888,1.8028623188405795,1.3399999999999999,0.8571428571428568,0.023589796304668568,-0.03724679228234663,-0.002339713503808795,0.06390699891804753,-0.01274852321472717,-0.03658865773530744,0.04359398714343037,0.029850233462762384
SAVE,1415,+57:46:48,+011:52:48,1.5986296296296296,1.2196014492753626,0.4809057971014479,0.3293406593406587,-0.048086267535325924,-0.02473507777102724,0.042896800681750016,0.021306648258175562,0.003306261600420176,-0.017637295214709862,-0.001694713149642121,-0.017140015935679147
SATENAS,1416,+58:26:08,+012:42:27,1.76291390055734,1.6366304347826093,0.6647101449275361,0.4210428478745314,0.003180884291311059,-0.0041520152038697754,0.0406693108758292,0.04335363258077231,-0.013524410371894474,-0.03522867280929851,0.02383080682552617,-0.011718248738679509
BARKAKRA,1417,+56:17:24,+012:51:00,1.5298880627839735,1.5902536231884064,1.0211228726595305,0.543961138199549,-0.011731444981834526,0.014821755134891281,0.03934380194511028,0.02191236071032561,-0.011558478827024625,-0.0021805796750516936,0.028665802558300403,-0.014699455255715508
FALSTERBO,1418,+55:22:48,+012:49:12,1.2344444444444438,1.6399275362318857,1.0945652173913043,0.4587912087912098,0.04297082861313071,-0.01828924688839227,0.019420422515922825,0.05671331608324635,0.01576170282720279,-0.0144625655237401,0.02498548203881712,0.0366936014909189
RONNEBY-BREDAKRA,1419,+56:15:36,+015:16:12,1.3506761351941046,1.4150362318840566,0.6673188405797106,0.41282051282051313,0.024600931641006893,-0.014238947077380904,0.00510953771070316,0.01719423117210833,0.014513540985286373,-0.027845254110909795,0.04705917505743601,0.025151929419048008
KARLSHAMN,1421,+56:10:48,+014:51:00,1.0782222222222224,1.34327917282127,0.9769568992950486,0.1806227106227123,0.005420001605449994,-0.002717774306188181,0.04348176316191885,0.01350867393785103,-0.0018484625948861613,-0.0013763538256246586,0.07214377074991103,-0.0032935085512729163
BORAS,1422,+57:45:36,+012:57:00,1.7520370370370373,1.6215579710144938,0.8842028985507255,0.4831501831501832,0.02501961653560099,-0.012689251115814674,0.015649568128738234,0.059496690798835815,0.009441507625743356,-0.017152960225404,0.03868205029906699,0.01806487540130185
OLANDS NORRA UDDE,1423,+57:22:12,+017:06:00,1.3365185185185184,1.7248188405797098,1.0803260869565214,0.5536996336996332,0.03957079348213529,0.016184518016909212,0.014649626828716221,0.028600224441306523,0.018064617857783155,-0.036619637056572,0.03338231457313894,0.04459038342918674
LANDSORT,1424,+58:44:24,+017:52:12,1.5091851851851852,1.5734782608695652,1.1005434782608692,0.7002564102564097,0.019226782925428034,0.004961916048852639,0.011643004557842588,0.05575821220217396,-0.01930700023959028,-0.01843274009465408,0.031050095991593637,0.008195699340623757
FORSE,1426,+63:08:24,+016:59:23,2.1634417640407104,1.050180287949415,0.34105813888422354,0.5579835200379448,0.0041919864336128895,0.015856822861018822,0.0020967638222099344,-0.0066817323200048075,-0.017863114139279452,-0.038375633741397436,0.01872273803293809,-0.038467106906517896
JACKVIK,1427,+66:22:47,+017:00:00,2.8976275204146766,1.107949026530236,0.8686569845329437,1.1465491894890558,-0.016277944827011843,0.021996927206336222,-0.005096095551173072,0.018922557982049254,-0.06599084745862531,-0.09557654372868434,-0.006415574922178909,-0.03745186302298583
ARJEPLOG A,1428,+66:03:08,+017:50:35,2.3286285630307937,1.1821871422708914,0.7007463856529466,0.6990038252030871,-0.003011369403356957,0.022990822152945456,-0.0008232689196464895,0.02448905590943129,0.004990146090813351,-0.004229029234833724,0.05319295168090231,-0.005186400800298433
SVITYAZ,1442,+51:28:54,+023:50:57,1.6869969047605726,1.6150937579455888,1.092017875803542,0.5357329646071367,-0.014595541461649382,0.007080686983899906,0.000304910561142636,-0.014386978549084195,0.05509280259502209,-0.021784294116741196,0.00573580722949176,0.058275090447303675
KOVEL,1450,+51:11:52,+024:42:24,1.805589508530685,1.5258410706281618,1.1024630119030547,0.5088655568853602,-0.06951664482891634,0.009734723936732954,0.01603070436322234,-0.0077916294201528435,0.03522811469889662,-0.015787718807268085,0.012615811756815554,0.05609205748672427
OVRUCH,1454,+51:19:44,+028:47:00,2.044753225135248,1.6969707850475935,0.9331826821904627,0.6060479853274492,-0.021387668377532764,0.009887197782629944,0.022713973672316815,-0.006534742159539729,0.043841883548501465,-0.019448448688863532,0.020063382912566763,0.0931167286322845
RAVA-RUSKA,1465,+50:14:31,+023:37:37,1.4991591426508974,1.464464965777351,1.1313107432329481,0.5528571428571443,-0.040629032597501225,-0.011312254634534587,0.023623069168472965,0.02576241432006691,0.026643229915021063,-0.03382449337974712,0.0011236721702175473,0.05076155524327425
SHEPETIVKA,1472,+50:10:12,+027:03:00,1.641893626663371,1.6707608695652167,0.9985505665923853,0.5613774885413383,-0.01861101746542026,0.014918785726197729,0.009419125978384934,-0.03238393339579541,0.044434154493501674,-0.025908137725491883,0.02768155810628546,0.08500349751514079
LUBNY,1482,+50:01:12,+033:00:00,1.9584814814814813,1.5786594202898545,1.017065217391302,0.7701080780707024,-0.04185532349503613,0.005736588778248878,0.047813918582813766,0.013713595289756355,0.03740136701789922,-0.024186807914964265,-0.0036131737107662596,0.05891248850482498
TURKA,1501,+49:09:01,+023:01:46,0.9487596321153364,1.0478120297774618,1.0748594033886842,0.4217982679572092,-0.013841360896005938,-0.004873872571760598,0.007811342818113703,-0.006634204805898326,0.05629670930352542,-0.021653603064604704,0.023796191437524303,0.04472769207184351
IVANO-FRANKIVSK_AMSG,1509,+48:53:21,+024:41:20,1.5168148148148148,1.4103978547152671,1.1643803284113652,0.3510093460954593,-0.03833022642347719,-0.02133073081934849,-0.001777761071782238,0.016141538590643847,0.029048569873490148,-0.018162518154615587,0.008693921358471392,0.034172009475235306
VINNYTSIA,1513,+49:13:59,+028:36:00,1.3187774758827002,1.4844565217391308,1.02709919052797,0.5803663003663013,-0.049458320767471774,-0.0006073494569987804,0.024186003081680004,-0.005815739411769034,0.03543281613735027,-0.031067576632180915,0.002399456252689179,0.07114302606071277
UMAN,1519,+48:46:12,+030:13:48,1.6527249206937746,1.6537497043099787,1.1839855072463763,0.8527412797291865,-0.012565663669802257,-0.019550792328181143,0.04020872209711994,0.027046516777955897,0.029433718430082453,-0.008623239190919885,-0.011954479579130003,0.03735601628342516
GAYVORON,1539,+48:20:40,+029:50:42,1.5656643821925242,1.644719970523214,1.1358603553236435,0.6213204469593148,-0.028388933002788608,-0.037744676221180405,0.029451824256383062,0.022080942001327448,0.005451593888421372,0.0013270657874334619,0.006691886243447561,0.02527205129437385
PERVOMAYSK,1540,+48:03:09,+030:51:29,1.4582900090602093,1.5967809364548486,1.2892753623188398,0.7326389610678969,-0.06540237497012404,-0.06863714896592565,0.033854299600039904,0.023549097402663494,0.027856003844892716,-0.013486007124763553,-0.014694728923622924,0.043065720007638426
NIKOPOL,1553,+47:35:31,+034:24:06,0.7596430241621199,0.6588958766941442,0.4188905547226369,0.17348734598734694,-0.023047808515489456,-0.026968564505195584,0.049428520449743205,0.032643487712568635,0.0024520648756120355,-0.002485395161140846,0.009874690898004124,0.03656701909364195
SERBKA,1554,+47:00:47,+030:45:06,1.0784986476789755,1.3374385459204081,1.204713492653454,0.5586376781113618,-0.04224116402896668,-0.04271573605261844,0.023383795366951725,0.018872809805253785,0.04687442336206802,0.012918433872780853,0.0330620713251291,0.03730806872156625
KHERSON,1564,+46:44:17,+032:42:29,0.9144049309339056,0.9502962115433515,1.1932129470004895,0.6948713079141431,-0.036884637187537414,-0.043110044709642095,0.03653973660235601,0.05475919184166106,0.018306975145193343,0.004519365829487515,0.008682218832710264,0.0157130002194199
ASKANIIA NOVA,1567,+46:30:00,+033:54:00,1.1087777777777776,1.0590217391304346,1.0498550724637674,0.7012087912087921,-0.01784437330298327,-0.056252768860966265,0.006473727177025087,0.047096637809457324,0.012000268803863155,-0.0240726403700459,-0.03320548553033113,0.005067991404078581
EVPATORIYA_PORT,1572,+45:11:22,+033:22:27,0.8310092301936782,0.9619829252193686,1.558064372396327,0.7579085778231889,-0.04717433379925033,-0.024070193872424605,0.0773708716356969,0.05310629008005674,0.017694859518588214,0.012800455704058203,0.01809308542014521,0.022863401530287476
KERCH,1585,+45:22:27,+036:24:52,0.6929972544820581,0.9537318840579712,1.0117028985507268,0.5981318681318673,-0.05652173523102666,-0.0342244635234223,0.044617491185922155,0.032362068112144655,0.02369612504381655,-0.016507774708071857,-0.012415729616320358,0.024318690011671897
KOLOMAK,1596,+49:51:00,+035:13:59,1.9136969522319651,1.537246376811595,0.8880434782608688,0.9094132885558306,-0.04642248825306609,-0.009345975434085307,0.026017446219007836,0.00986613371055583,0.016002253315385708,0.000659182932571936,-0.007517124166326327,0.05170547579115187
LOZOVA,1602,+48:54:00,+036:19:00,1.5679132717200601,1.342693842555275,0.860280105401845,0.7451624003765804,-0.019953211437749235,-0.010314767915442419,0.05449916339042396,0.01834230798833253,0.008171009071900555,0.003282603466385854,-0.02651033602169285,0.024261944125775665
COL DU GRAND ST-BERNARD,1649,+45:52:00,+007:10:00,0.8815555555555559,0.9563405797101447,1.2371376811594201,0.29106227106227117,-0.022919634276302704,0.06670640154228555,0.06948812867825184,-0.030072002149249766,-0.02611633605417398,-0.0004458323278689589,0.000603662593914204,-0.03297396639884368
SPLIT MARJAN,1681,+43:31:00,+016:25:59,0.3011481481481475,0.8943840579710152,1.4539492753623229,0.5326007326007378,-0.006437768023857251,0.0014410817034478734,0.0014231391595049114,0.04741822545737164,0.017918266231769838,-0.02059926899953795,0.032411121714661276,0.009616361816119252
LASTOVO,1682,+42:46:00,+016:53:58,0.24569731800766448,0.9049225387306343,1.5209195402298903,0.6484198560060612,-0.03257129570930018,-0.023365450789560843,0.02169330969384835,0.034832079104660206,0.026868723905287675,0.005145331766205043,0.036106401620617394,0.004687739151192147
RIJEKA,1683,+45:19:59,+014:27:00,0.4280000000000008,0.9623188405797105,1.652221652331729,0.49604395604395535,-0.02728525096783489,-0.027818993860279927,0.010760953054401935,-0.005533401015586745,0.00394418145518082,-0.006057632368542179,0.000486267184333836,0.00698258945138236
GOSPIC,1684,+44:33:00,+015:22:00,0.9564444444444444,1.2890217391304333,1.8530434782608722,0.8986080586080583,0.009869636008005543,-0.014655427177222539,0.02679519506688861,0.026827311765044746,0.010188299642056446,-0.01414966302378573,0.06289251817989394,0.027479509909517214
OSIJEK,1685,+45:31:59,+018:37:59,0.9821287397237053,1.0199637681159395,1.19905797101449,0.6480498931566725,-0.022313728661488733,-0.030831498926425373,0.02109222812704871,0.04724147137950368,0.014265254299334649,0.014598811360214481,0.0449006978359633,0.01593663771969806
HVAR,1686,+43:10:00,+016:27:00,0.009074074074071348,0.7440579710144934,1.326376811594205,0.4921245421245466,-0.0005256665378306725,-0.003075204393777311,0.017631146057758177,0.037298890465118396,-0.019260630829750786,-0.001955312846323362,0.03219343197336164,-0.0005917133949090998
DUBLIN AIRPORT,1718,+53:25:41,-006:14:27,0.45370370370370416,0.4212318840579705,0.34213768115941967,0.17827838827838605,-0.02811958939739477,-0.010745857564316813,-0.0478066757495922,-0.06389222372594437,-0.09984246401966672,-0.045797519539167525,-0.07149149821531017,-0.0888888661674236
SKEGNESS,1839,+53:08:51,+000:20:52,1.0303121110646885,1.0390765676654716,0.8757341673031949,0.5042708877067117,0.0332798827011493,0.028772884825517174,0.028609919980141837,0.02612934338698856,-0.002220508360661084,-0.04423153139032682,0.0625873830420644,0.0743484496038409
ROTHAMSTED,1844,+51:48:21,-000:21:29,1.2202262641260413,1.1110396107240081,1.15623188405797,0.8211364811550066,0.00819685350207025,0.016330073320270505,0.00929846375835034,-0.024794500694037862,-0.010246593604636428,-0.04835117361156943,0.007121609040386446,0.02119471498750496
BRADFORD,1847,+53:48:47,-001:46:19,1.2118858587110717,1.1427287729812736,0.9473576943430171,0.6780471711418965,-0.012319504722313123,0.031409173754390896,-0.014542452400556965,-0.04333715152325617,-0.04158044336436261,-0.05022396671733042,-0.01984419134260937,-0.06436768010721
SHEFFIELD,1848,+53:22:50,-001:29:22,0.9059738507266726,1.132065217391304,0.9286231884057958,0.4930620972800348,0.03274183338499674,0.043939681110962844,0.046866034644948984,-0.011908158974363852,-0.020766473764165377,-0.04972043557984053,-0.02629238043333214,-0.06447176716109486
EASTBOURNE,1864,+50:45:42,+000:17:07,1.096385785174184,1.3059684713871018,1.1405776013528666,0.8728507084343118,-0.034953189512099726,0.02047871738494083,0.026815372676188897,-0.008086824899961674,0.04123446419992472,-0.02989949293204145,0.04034780684214261,0.03209736719386054
