STANAME,STAID,latitude,longitude,mean_diff_winter,mean_diff_spring,mean_diff_summer,mean_diff_autumn,mean_diff_pers_winter,mean_diff_pers_spring,mean_diff_pers_summer,mean_diff_pers_autumn
KALMAR,5229,+56:40:12,+016:21:00,1.11598595146871,1.6614055472263871,0.9609982508745656,0.1294568649741059,0.08407658686575863,-0.013149350843075369,-0.05421406509707033,0.005577995308112982
HALMSTAD,5230,+56:40:12,+012:55:12,1.4728638732813568,1.6759109730848865,1.1342744468132526,0.42854526425955086,0.011257050282360908,-0.017068165845933382,-0.026344332133640937,-0.018876674679345375
KALMAR_FLYGFLOTTILJ,5232,+56:43:48,+016:17:24,1.3890970625798211,1.622383808095952,1.0200562218890568,0.4829367184539599,0.07642456874136175,0.011966216915461706,-0.021247259042644042,0.013951732629134251
KALMAR_FLYGPLATS,5233,+56:40:48,+016:17:24,1.3892081736909323,1.6248113443278358,1.021179410294856,0.48286345838069966,0.07642393412309999,0.0119659407480133,-0.02124742616662724,0.013951705953524494
HALMSTAD FLYGFLOTTILJ,5234,+56:40:48,+012:49:48,1.458382391799875,1.6546066252587996,1.1342744468132526,0.4239298796441666,-0.004299135787799238,-0.008817130374922521,-0.02684824410395161,-0.047653149562186574
VAXJO-KRONOBERG,5249,+56:55:48,+014:43:48,1.342808429118774,1.196174412793603,0.505694652673661,0.3145800176834683,0.10274095462345778,0.057888071714472245,0.013078779247472206,0.006449273706617883
VARBERG,5254,+57:06:36,+012:16:12,1.0130689655172413,1.3337968515742133,0.6376286856571731,-0.14360869016041455,0.02944751091477402,-0.042287199146690976,-0.08520287943909756,-0.023084355579683948
GRIMETON,5255,+57:06:36,+012:23:24,1.4921430395913156,1.3936881559220398,0.9223750624687685,0.46133636478463913,0.008266324452350624,0.0194897500269817,0.00219795664294138,-0.009791879005270608
ULLARED_A,5256,+57:06:36,+012:46:48,1.6591495230729572,1.3885585686252595,0.6737618690654692,0.5661285840596184,0.04225660889504028,0.007061080257138061,-0.014622953209933558,0.04471939748771608
FAGERED,5261,+57:12:00,+012:48:36,1.6115470482083012,1.4796016525254867,0.6481996501749165,0.5035670077049375,0.04661053189970406,0.02419493597669485,-0.007868091723687158,0.04256171207957525
HEMSE,5265,+57:14:24,+018:22:48,1.06572030651341,1.036919191086791,0.2802962690456159,0.1838184386798476,0.03371117715087054,-0.015748346801665442,-0.045191727445665776,-0.03564121649430927
MOSSEN,5269,+57:16:48,+017:00:00,1.7696257982120052,1.4091979010494748,1.1345039980009997,1.0227194644436022,0.13010895811435835,0.04777188566080529,0.04868473535834775,0.10369403954095835
OLANDS NORRA UDDE A,5274,+57:22:12,+017:06:00,1.3216602809706257,1.7435119940029988,1.296601699150422,0.6172603258810145,0.08728237588034189,0.038549783612073625,-0.03397352734096618,-0.026054553640775857
TRUBADUREN,5293,+57:36:00,+011:38:24,1.7101462298952335,1.3095488985837767,0.42938186559586633,0.5882571973481063,0.06239816260965987,0.04495699483068432,0.021383801178525196,0.06794613554091779
VINGA,5295,+57:37:48,+011:36:36,1.6064012099749152,1.2764056070596395,0.5202656235576466,0.5307207943571584,0.05862011679900973,0.0364497256842282,0.02748107424503774,0.07365146538939224
VISBY_FLYGPLATS,5300,+57:39:36,+018:20:24,1.330862068965517,1.425768365817091,0.7567641179410334,0.4991158267020328,0.07869891290262276,-0.012479437371220248,-0.005691235577993088,-0.005515830934779983
FLAHULT,5303,+57:41:24,+014:09:00,1.8469512777822297,1.6901049475262369,0.9460269865067481,0.5858279651383107,0.04425339048728827,0.013011939109541596,0.01237989977378905,0.025694349979405878
GLADHAMMAR_A,5304,+57:42:36,+016:27:36,1.7296066411238822,1.623118440779609,0.8383983008495726,0.5212239484653285,0.0630451204078195,0.003460023791180665,0.01903441964667715,0.03242437539416607
GUNNEBO,5306,+57:43:12,+016:31:48,1.7296066411238822,1.623118440779609,0.8383983008495726,0.5212239484653285,0.0630451204078195,0.003460023791180665,0.01903441964667715,0.03242437539416607
VASTERVIK,5307,+57:47:24,+016:35:24,1.160199233716475,1.5517416291854058,0.5858258370814564,-0.029911582670202996,0.0332323750545357,-0.03248229804076349,-0.02667174237573656,-0.011878418347987378
PRASTKULLA,5309,+57:43:12,+014:59:24,1.5778352490421452,1.4812868565717139,0.598130934532735,0.4803246371948662,0.06447231819866836,0.032341585426392164,0.008175005545038251,-0.009366190502481447
JONKOPINGS_FLYGPLATS,5310,+57:45:00,+014:04:12,0.7831912355208919,1.0678035982009,0.5052098950524755,0.021182266009852846,0.04076394682907078,0.033444907456340676,0.013593048579494392,0.028004733329642185
ULRICEHAMN,5311,+57:46:12,+013:28:12,1.811590350224358,1.7928672298149197,1.3475199900049954,0.9131552355690307,-0.014768834345051147,-0.04274336666162221,-0.03523023973299765,-0.025450941926598417
RAMSJOHOLM,5317,+57:50:24,+014:25:48,1.7659211437105968,1.5853810594702638,0.7759760762394698,0.5636080586080592,0.06843945453642968,0.05546759606757528,-0.007340062367644159,0.0037513361285205445
FARO,5323,+57:54:00,+019:09:36,1.1632876381128399,2.167891740942715,1.3869653907032937,0.5407765174671191,0.1097623336138688,0.02606649974125858,0.02195755865166987,0.06345862623038162
FAROSUND_AR_A,5325,+57:55:12,+018:57:36,1.1667827043633496,2.1630258942849663,1.3892380928179993,0.5458871200605593,0.10726770341271112,0.03125188483368296,0.0221882380369902,0.05875802904226308
SABY,5331,+58:01:12,+011:36:00,1.7784603174603177,1.3656237060041416,0.6666511387163574,0.48523286237571917,0.05015016318365811,0.007378186086907529,0.003921309523967764,0.046566354595393974
MALEXANDER,5333,+58:04:12,+015:14:24,1.6755325670498082,1.6542048806974812,0.6017300204123543,0.1685039465303566,0.10057698079238586,0.05693304402368517,0.02057493693741355,0.05092297231312487
RORASTRAND,5337,+58:03:36,+011:39:00,1.7784603174603177,1.3656237060041416,0.6666511387163574,0.48523286237571917,0.05015016318365811,0.007378186086907529,0.003921309523967764,0.046566354595393974
MALEXANDER_A,5338,+58:04:12,+015:14:24,1.6755325670498082,1.6542048806974812,0.6017300204123543,0.1685039465303566,0.10057698079238586,0.05693304402368517,0.02057493693741355,0.05092297231312487
MASESKAR_A,5342,+58:05:24,+011:19:48,1.679925296239052,1.3147540703584593,0.641776464429384,0.5949026544232012,0.11977342823636368,0.08245992215342744,0.006827544365202705,0.06740608474330168
HARSTENA,5353,+58:15:00,+017:00:36,1.6231928480204343,1.8287693653173411,1.1889350030204575,0.6160780598711622,0.07186542514414511,0.033787751756989184,-0.04857583066227602,0.0028925218795286746
TROLLHATTAN,5357,+58:18:00,+012:19:12,1.35610472541507,0.8281121939030491,-0.06910669665167113,-0.018973095869649015,0.015264484386049123,-0.022656485307580923,-0.0391203872923095,0.007979863063447964
TROLLHATTANS FLYGPLATS,5358,+58:18:36,+012:19:48,1.394141762452107,0.8600687156421785,0.0227048975512254,0.0031880762915239558,0.02231564175669533,-0.008404181162692427,-0.025567758030854763,0.015404099188883727
VANERSBORG,5364,+58:21:36,+012:21:36,1.4624010217113663,1.5743803098450773,0.2533933033483269,-0.11325881015536243,0.008898640952720444,-0.022082569326337256,-0.045079328299529035,-0.0016518564519956251
SKARA-STENUM,5366,+58:22:12,+013:31:12,1.9188888888888886,1.4232233997636259,0.795447213014512,0.3170294540536105,0.03191194382667813,0.047463987000116975,0.01837978279226655,0.014673794156285676
SKOVDE,5370,+58:23:24,+013:50:24,1.8055619412515964,1.7570964517741121,0.9530309845077483,0.6603902993558144,0.0277916274283986,0.017472701434183634,0.009961945874112694,0.0250424188240496
SKARA 1,5371,+58:24:00,+013:27:00,1.9188888888888886,1.4232233997636259,0.795447213014512,0.3170294540536105,0.03191194382667813,0.047463987000116975,0.01837978279226655,0.014673794156285676
SKARA,5372,+58:24:00,+013:27:00,1.9186590038314175,1.4232616114564038,0.79555824188202,0.3168778814882449,0.031912639440837054,0.04746359032031261,0.018379757263040867,0.01467487460211522
SKARA-EKEBERG,5373,+58:24:00,+013:33:00,1.9188888888888886,1.4849442742524337,0.8067139346993137,0.3543400373654375,0.03315950765955912,0.046029594283393524,0.01674898326869966,0.011241943582446925
SATENAS_D,5375,+58:26:24,+012:41:24,1.7893596221409924,1.6635319840079967,0.7615042478760614,0.4706538116234267,0.04952070896283092,0.051025410202295333,0.020687322794000713,0.017978781119136027
VASTERLOSA,5376,+58:26:24,+015:22:48,1.2060025542784163,0.6477948525737132,-0.23870439780110075,-0.19335606921813753,-0.010626990376507587,-0.0037540811440837556,-0.015342715895419657,-0.04304422960769805
REMNINGSTORP,5377,+58:27:00,+013:40:12,1.890680715197957,1.6513993003498246,0.6701899050474758,0.47004168245547717,0.04362355751318918,0.0049516680681141205,0.025064838804342914,0.042377628973635735
NORRKOPING-SMHI,5390,+58:34:48,+016:08:59,2.0218186462324392,1.8694252873563215,0.8461669165417316,0.6304092459264883,0.05578725624901403,0.05560993130000474,0.010788159931515068,-0.010041193768971566
NORRKOPING KUNSANGEN,5391,+58:34:48,+016:14:23,1.8275593869731797,1.7483745627186407,0.7920727136431811,0.5268927624100055,0.05822455523049488,0.05041595751524492,0.019882170032590022,-0.007107391104548779
NORRKOPING,5394,+58:36:36,+016:12:36,1.6860779054916981,1.4659832583708141,0.49464517741129654,0.3927169382341802,0.02514809636398696,0.03277332004487408,0.008633099252619075,-0.018732742931821148
NORRKOPING-SORBY,5396,+58:36:36,+016:07:12,2.010966794380587,1.801915292353823,0.7447538730634715,0.5775521030693449,0.04411716633570409,0.041142482656706024,0.006984907550883401,-0.011507643904355186
LANDSORT_A,5409,+58:44:24,+017:52:12,1.5008199233716475,1.4895427286356822,1.001566716641678,0.6764633068081345,0.04264735144862312,0.013779861964446489,0.009590379820191081,0.04197086246293317
ZINKGRUVAN,5417,+58:48:36,+015:07:48,1.7861672937821071,1.9432790353979352,1.0348424331800619,0.6089854804573047,0.06682423248713486,0.08742733615551333,0.04826490212000887,0.07769707151971679
KARNSKOGEN,5419,+58:51:00,+015:16:48,1.7729685055793094,1.9227983631426127,1.0455259017382215,0.48027685258101993,0.06029358290502408,0.08311480089497664,0.05330292251653806,0.08124588960620052
MARIEDAMM,5420,+58:51:00,+015:09:36,1.7729685055793094,1.9227983631426127,1.0455259017382215,0.48027685258101993,0.06029358290502408,0.08311480089497664,0.05330292251653806,0.08124588960620052
STROMSTAD,5426,+58:55:48,+011:12:00,2.826130057638532,1.5068212212079182,0.8086824610529071,1.2990029297732315,0.09500379161308842,0.10145581766999129,0.06981174585616275,0.12090887498077356
SODERTALJE,5444,+59:11:24,+017:37:48,1.5559540229885058,1.3037648334188443,0.42060589051497743,0.407592499243874,0.06782150414957097,0.0623851917373569,-0.013035770088187276,-0.06078944729071104
BLOMSKOG_A,5447,+59:13:12,+012:04:48,2.145155651101844,1.3515682749148001,0.3668203023687724,0.2786213415801839,0.03865658259774508,0.02548904139005745,-0.015559870136424864,0.023596849767976835
OREBRO_A,5448,+59:13:48,+015:03:00,1.9308807776490273,1.5297624666648453,0.6556130931225717,0.4811041416312838,-0.0063095789076734864,0.00020795216918507816,-0.028953672894830765,0.0076487189590717045
OREBRO,5454,+59:15:36,+015:15:36,1.9511975022531214,1.6076628090003338,0.7855079938621579,0.49274201988487576,-0.01500399137822921,-0.016032497555676425,-0.052480166372863145,0.005092386866043685
BLOMSKOG,5456,+59:17:24,+012:03:00,2.1343584374795523,1.3515682749148001,0.37030639715921687,0.28309273225847154,0.04313448376531508,0.028242252499353904,-0.009896256245796226,0.027005909066308814
LENNARTSFORS,5459,+59:18:00,+011:55:48,2.131031252947203,1.3515682749148001,0.37030639715921687,0.28309273225847154,0.04313542148439861,0.028241205926723995,-0.00989589145947883,0.02700571983315596
STOCKHOLM_A,5464,+59:20:24,+018:03:35,1.6786692209450833,1.6571639180409798,0.9259857571214383,0.6542503473537948,0.07485384673647266,0.02270505262851051,-0.03036806446067508,0.0021197667458758025
VARTAN,5465,+59:21:00,+018:06:00,1.6910549169859515,1.6940242378810595,1.021316841579214,0.6571618037135281,0.07120120420125206,0.02594825581199445,-0.01458258934189779,-0.003542926320704258
BECKOMBERGA,5470,+59:22:12,+017:54:59,1.7751468710089402,1.7544827586206901,1.0184632683658155,0.6855323063542231,0.050369565061945516,0.009138871297506903,-0.010316804073834814,0.011286437503292914
BARKARBY,5475,+59:25:12,+017:52:48,2.058850574712644,1.8890117441279362,1.1570139930034973,0.9168143576362766,0.07308490674507911,0.024178888819628437,-0.0015084552544350446,-0.002267247570763259
SVENSKA_HOGARNA_A,5477,+59:26:24,+019:30:36,1.5719399744572158,1.694464017991005,1.2291766616691664,0.8371138057344956,0.07192465177453691,0.04362051882618149,-0.012888804206071646,0.003134533990802639
ARVIKA,5496,+59:40:12,+012:35:24,1.5185274584929749,0.9401111944027987,0.2728676161366419,-0.01573196918024511,0.021246118115047,0.0003725649041451721,-0.011337705092822755,0.021973696064209045
ARVIKA_A,5498,+59:40:12,+012:38:24,1.5074929757343543,0.9401111944027987,0.2702814092400896,-0.026645193886573715,0.022349583612804563,0.0004639449052123374,-0.014826301506006945,0.020422179043329252
SODERARM,5504,+59:45:00,+019:24:36,1.747322688657864,1.7324639760564557,1.2086776859504127,0.9201357004987099,0.09899989488052524,0.06749164784371026,-0.021838102816046208,0.005261211935317066
ULTUNA,5506,+59:48:36,+017:39:59,2.0693180076628357,1.8449975012493756,0.9333208395802082,0.645341669824429,0.08550387772583747,0.04095679464711469,0.009637123121075375,-0.005912537951247306
UPPSALA_AUT,5511,+59:51:36,+017:37:48,2.2815581098339717,2.0349087956022,1.273134682658668,0.9146974864216251,0.04288498369906809,0.03692358337521593,0.003729472597140707,0.0029297110503222934
UPPSALA_FLYGPLATS,5517,+59:54:00,+017:35:24,1.6867305236270753,1.4391816591704156,0.5544690154922556,0.4481571302260958,-0.003960126836418625,-0.0008878170717329393,-0.035733410891852786,-0.02042341745223865
GUSTAVSFORS,5530,+60:09:00,+013:48:00,2.063846743295019,1.2383895552223882,0.4595348257880225,0.5923620058102825,0.0410725069478429,0.038319541412567236,-0.0020760395801483864,0.039167066680959255
GUSTAVSFORS_A,5531,+60:09:00,+013:48:00,2.0010114942528734,1.2363655672163918,0.35254475703324495,0.4720512820512832,0.037356849435975975,0.04047490180698417,0.015954884893333344,0.04397798570979294
ORSKAR_A,5555,+60:31:48,+018:22:48,1.7993039591315454,1.8608672777478232,1.0109857571214356,0.8502993020777625,0.034771727586665635,0.030547446673677578,0.003036544726966705,0.010925924484950826
GAVLE,5563,+60:39:00,+017:10:12,1.7355673975965265,1.3449787352373477,0.3120081357269324,0.3865858279651375,-0.0093903167560576,0.03373618249699306,-0.007506216765395273,0.04735847254753546
MALUNG_A,5564,+60:40:48,+013:42:36,2.587113665389528,1.5915192403798104,0.8847206272911681,0.9345926487305793,-0.0028522921035092786,0.05924167611712051,0.038332018947034176,0.015472496798712059
GAVLE_A,5566,+60:43:12,+017:09:36,1.7355673975965265,1.3449787352373477,0.3120081357269324,0.3865858279651375,-0.0093903167560576,0.03373618249699306,-0.007506216765395273,0.04735847254753546
EGGEGRUND,5568,+60:43:48,+017:34:12,1.8051749125437286,1.8134439536988265,0.8609265484445299,0.6354077286278859,0.02225563482448792,0.11327289812611926,0.020073057291617288,-0.007249905266736907
UTVALNAS,5569,+60:45:00,+017:21:00,0.16052516819311924,2.3925037481259364,0.8964392803598216,-0.6491763267700081,-0.02179040709366266,0.046180469284040224,-0.04499329332415234,-0.04304454406917999
MORA_A,5575,+60:57:36,+014:30:36,3.2287397372742204,1.5818735379527298,0.8750344688665876,1.0619717906614459,0.03557795798728019,0.05970590096170289,0.03297267047052988,0.03337445069300078
EDSBYN_A,5591,+61:21:36,+015:43:12,1.3420439527056285,0.8854147926036977,0.30795966072263603,0.16518194497274008,-0.018889268249242794,-0.02764402707760325,-0.016415424670024582,0.02955387052880807
EDSBYN,5592,+61:22:48,+015:50:24,1.3552240293339812,0.8854147926036977,0.30795966072263603,0.18674908076581653,-0.01834155658684435,-0.029283993622673643,-0.014381003657306848,0.03782566502763894
HOLICK,5600,+61:37:12,+017:26:24,1.6993218933218939,1.6540267366316836,0.9565556203413319,0.4318599983161713,0.0065306462154066285,-0.015637292517799856,-0.015504061972206632,0.008552806900023134
SARNA,5603,+61:42:36,+013:07:48,1.3819936143039602,0.9669573413963315,0.7923068248314102,0.5419309262166405,-0.041203373879744966,-0.02882871105680152,-0.007409148391955644,0.038680371882922705
SARNA_A,5604,+61:41:24,+013:11:24,1.3819936143039602,0.9669573413963315,0.7923068248314102,0.5419309262166405,-0.041203373879744966,-0.02882871105680152,-0.007409148391955644,0.038680371882922705
DELSBO,5608,+61:47:24,+016:33:00,2.43837037037037,1.476501612696766,0.49682109204752756,0.6790905646078054,-0.02852895476563366,0.06496358657509593,0.04750243455036652,0.029150416857742122
DELSBO_A,5609,+61:49:48,+016:32:24,2.43837037037037,1.476501612696766,0.49682109204752756,0.6790905646078054,-0.02852895476563366,0.06496358657509593,0.04750243455036652,0.029150416857742122
BJURAKER,5612,+61:51:00,+016:34:47,2.43837037037037,1.476501612696766,0.49682109204752756,0.6790905646078054,-0.02852895476563366,0.06496358657509593,0.04750243455036652,0.029150416857742122
TORPSHAMMAR_A,5632,+62:29:24,+016:16:48,1.9156602809706262,0.7979122656186028,0.2796964017990984,0.09434895017563205,-0.028798041181810025,0.024311851706349988,-0.00043671809625018437,-0.001753793220137502
FRANSTA,5634,+62:30:00,+016:10:48,1.9156602809706262,0.7979122656186028,0.2796964017990984,0.09434895017563205,-0.028798041181810025,0.024311851706349988,-0.00043671809625018437,-0.001753793220137502
FRANSTA_11,5635,+62:31:12,+016:12:36,1.9254380587484041,0.8024050192417915,0.2750949525237356,0.0880485838752656,-0.03172276255478525,0.02728179130621505,0.006802616301812213,0.00400278864073884
LJUSNEDAL,5638,+62:33:00,+012:36:00,1.9821125652211098,0.946965722382758,0.4638055272136832,0.34592627230925077,-0.04708833499605985,-0.053514921688509395,-0.04870322442519704,0.07487245017272796
HARNO,5640,+62:37:12,+018:03:35,2.7924661558109842,0.9613505747126441,0.2839442778610728,0.7615776177845142,-0.053715461764885904,0.04474331787267463,0.11689804502267061,0.07624257060700822
LUNGO,5641,+62:38:24,+018:05:24,2.7924661558109842,0.9613505747126441,0.2839442778610728,0.7615776177845142,-0.053715461764885904,0.04474331787267463,0.11689804502267061,0.07624257060700822
FROSON_D,5668,+63:11:24,+014:29:24,2.565773946360154,0.8978560719640178,0.15366566716641294,0.6580977643046615,-0.01938170947238134,0.0498061914964329,0.04707580773647625,0.05755369582293678
ROSTA,5669,+63:14:24,+014:33:00,2.3416143039591315,1.1179585207396299,0.6863393303348335,0.7972742200328402,-0.029120019886051077,0.036533645198047096,0.03977734920716125,0.05767242980689705
STORLIEN-STORVALLEN,5671,+63:16:48,+012:07:12,2.067461739057604,1.0717278860569714,0.6818815592203915,0.6131261841606668,0.012202477550402586,0.010008356201139672,-0.013419751619490623,0.06278141337238786
STORLIEN,5672,+63:19:12,+012:06:00,2.030888721379708,1.125043728135932,0.6787043978011003,0.5953037766830869,-0.00753232999925028,0.010721122623475946,-0.016860438096565015,0.056450709713432495
UMEA_FLYGPLATS,5698,+63:47:24,+020:17:24,2.1022030651340993,1.1702395520222513,0.5448548540349272,0.7013894151825188,-0.06994700601241048,-0.06113541508357153,-0.001558324469769507,0.0263260422735385
ROBACKSDALEN,5699,+63:48:36,+020:14:24,2.03583269476373,1.2027757839063091,0.5547099264986972,0.6578729316660357,-0.05403683064675775,-0.048951654898091154,-0.04000947749017813,0.001397275494344439
UMEA,5700,+63:49:48,+020:16:48,1.989832694763729,0.9790438998483382,0.2994925351943447,0.5568839206770244,-0.08763550010580413,-0.07422617878415358,-0.009620945447552137,0.010200469672604963
VINDELN-SUNNANSJONAS,5714,+64:12:00,+019:43:12,4.177984824182178,2.0105323003034217,0.5620552873308498,1.253480232411267,0.05835113481048891,0.07767225377039412,0.0755558605494801,0.08339558445306884
HALLNAS-LUND,5719,+64:16:12,+019:37:48,4.177984824182178,2.0105323003034217,0.5620552873308498,1.253480232411267,0.05835113481048891,0.07767225377039412,0.0755558605494801,0.08339558445306884
BJUROKLUBB,5727,+64:28:48,+021:34:48,2.2562707535121334,1.547208895552224,0.6806584207896034,0.7435215359353284,-0.030081448440639803,-0.020512321054382256,0.03070166055535074,0.04911979294826219
NORSJO,5743,+64:54:36,+019:28:48,1.114666495989077,1.2072824569823957,0.9346932622947222,0.7116619706875726,-0.14671451963858326,-0.04674148276954597,-0.021399434242537273,-0.04688418605863428
NORSJO_A,5745,+64:55:48,+019:22:48,1.5241519030551292,1.1839859210098034,0.8531123243219536,0.9355442786738164,-0.15491182627542052,-0.043908772356538235,0.014153712447817868,-0.007084148404061056
STORLIDEN,5746,+64:57:00,+019:28:48,1.114666495989077,1.2072824569823957,0.9346932622947222,0.7116619706875726,-0.14671451963858326,-0.04674148276954597,-0.021399434242537273,-0.04688418605863428
PITSUND,5760,+65:13:48,+021:31:12,2.284472907960308,1.935201177949838,0.7524897396434511,0.4566533466533471,-0.05154084930706694,-0.019840728918945175,-0.010997919928594833,0.015101149999391805
HARAHOLMEN,5762,+65:14:23,+021:37:48,2.284472907960308,1.935201177949838,0.7524897396434511,0.4566533466533471,-0.05154084930706694,-0.019840728918945175,-0.010997919928594833,0.015101149999391805
PITEA,5764,+65:19:11,+021:29:24,2.613472907960305,1.5840779895440409,0.4579607541362041,0.5681918081918083,-0.04783260446085417,-0.027024774942263494,-0.030862772305082803,0.006002237019946504
LULEA-BERGNASET,5777,+65:34:48,+022:06:36,2.8266487867177537,1.1918065967016493,0.6228323338330828,1.0005759757483892,-0.02942263639621415,-0.023707755517614556,0.014831082739442114,0.04017466847643279
LULEA,5779,+65:37:12,+022:07:48,2.8266487867177537,1.1918065967016493,0.6228323338330828,1.0005759757483892,-0.02942263639621415,-0.023707755517614556,0.014831082739442114,0.04017466847643279
HAPARANDA_A,5794,+65:49:11,+024:07:12,2.482287356321839,1.5951424287856073,0.6004422788605694,0.774404446128584,-0.07394428032923553,0.029166457328822365,-0.008939564627037155,-0.009539421654102768
GALLIVARE,5840,+67:08:24,+020:39:36,1.74506731532267,1.0846304762134862,0.3830618339174592,0.6570642241542705,-0.08455641804833205,0.03515421681978594,-0.017917555692032475,0.029492788504774277
MALMBERGET,5842,+67:10:12,+020:40:12,1.74506731532267,1.1236478668744985,0.37031265401011026,0.6570642241542705,-0.08387014105546202,0.03510782813494792,-0.017731416115919697,0.031686157478471824
ABISKO_AUT,5867,+68:21:36,+018:49:12,1.962687100893998,1.1629535232383805,0.6478985507246371,0.7130756599722118,-0.06166340616363102,0.018911896616242617,-0.0372234249250758,-0.02964663016679645
ABISKO,5868,+68:21:36,+018:49:12,2.014066411238826,1.2131409295352322,0.7062193903048453,0.7668460275356828,-0.060995931985170546,0.02114716731653266,-0.04320157740937089,-0.033533290866102086
KATTERJAKK_A,5869,+68:25:12,+018:10:12,1.493891443167307,0.7809995002498749,0.6997513743128447,0.5661791082480738,-0.05055882577506586,0.04440193276549582,-0.05068139326222737,-0.06720387347926454
RIKSGRANSEN,5870,+68:25:48,+018:07:48,1.5942860791826305,0.865674662668666,0.7750562218890558,0.6096678034609069,-0.049078636218074005,0.04188667429816692,-0.04008242316205361,-0.06477731980324972
KARESUANDO_A,5873,+68:26:24,+022:27:00,1.9198659003831438,1.5534707646176913,0.5784763662726693,0.6146520146520147,-0.07638008882391391,-0.014566201500427698,-0.056950343542751164,0.034242938967374896
HAMMENHOG,5882,+55:30:00,+014:09:36,1.4271213282247763,1.5411731634182901,1.0410832083958024,0.6697170645446509,0.05164657886583274,-0.018734820414257374,-0.02068084918475003,-0.01657467676109415
GARSNAS,5884,+55:33:00,+014:10:48,1.4271213282247763,1.5411731634182901,1.0410832083958024,0.6697170645446509,0.05164657886583274,-0.018734820414257374,-0.02068084918475003,-0.01657467676109415
ALNARP FRUKTAVDELNING,5895,+55:39:36,+013:05:24,1.5181670551670552,1.4675519848771268,0.8870039980009992,0.4093116079322989,0.040512956285185614,0.04326055582152298,0.04360916412830779,-0.009035063246604805
ANGELHOLM,5949,+56:15:00,+012:51:00,1.5020035069711746,1.560704647676162,1.011130271330499,0.5519297870765634,0.03672045096610196,-0.012803660166713094,-0.047327502977925574,-0.00558791542974384
KALMAR_D,5986,+56:41:24,+016:21:00,1.11598595146871,1.6614055472263871,0.9609982508745656,0.1294568649741059,0.08407658686575863,-0.013149350843075369,-0.05421406509707033,0.005577995308112982
STENSTUGU FORSOKSGARD,6085,+57:36:00,+018:27:00,1.619862068965517,1.2801161919040478,0.4947351324337852,0.7280535556397618,0.12351427659004338,0.03735054926455366,0.031037339737409395,0.03808453397169229
GRASTORP,6165,+58:20:24,+012:40:48,1.8181334832954166,1.5207196401799106,0.6030459770114955,0.41746882153164133,0.041014217120542734,0.02919506558223157,0.0038972984935011744,0.007687114373561622
RANNA,6175,+58:27:00,+013:49:48,1.7718335438535362,1.5815010351966876,0.6049632279153094,0.37438136369584996,0.03619024576559398,0.005834797457209937,0.028432226101961288,0.04130652590600869
SVARTSJO,6279,+59:21:36,+017:43:11,1.8100751108807094,1.3495350241545898,0.620088321490222,0.7974484684312886,0.05181043546667668,0.003952987534180903,-0.0011396247119864515,0.009046414023909238
OJEBYN,6793,+65:21:36,+021:23:24,2.6238432783306758,1.5447663953411424,0.45680133384635013,0.587862137862138,-0.04646498126079734,-0.024783561889683402,-0.013162821530998806,0.02106324656535036
TORNIO LIAKKA,7731,+65:53:17,+024:16:28,1.9879195402298855,1.2734032983508246,0.1565517241379304,0.388728053555639,-0.09115270923916557,0.012540432064047652,-0.028257236520578065,-0.01509051459719021
TORNIO TORPPI,7735,+65:50:48,+024:10:39,2.421137931034483,1.5635082458770615,0.6003673163418313,0.7620512820512819,-0.07203037886759518,0.018209430565692016,-0.019266548536648803,0.006883911509366552
SODANKYLA AWS,7809,+67:22:04,+026:37:58,2.138047479808842,1.401033299139904,0.6177467919412312,0.8824523791241421,-0.09177545225400137,0.08106741962219134,0.06360165706161583,0.0209578525457143
VIZE,8039,+79:30:00,+076:58:59,2.6861319315453365,2.8654633636781206,0.2964694164071082,2.3580525737978615,0.026434301579565854,0.05071662188243859,0.08376655400021737,0.0239745562299908
VOLOCHANKA,8046,+70:58:00,+094:30:00,0.9684729333193403,2.5572075927367415,0.5554776687844516,1.3635390598041965,0.010951391957624379,-0.0141840705595639,0.05859311174005822,0.040158191687416085
KOTEL'NY'J,8048,+76:00:00,+137:52:00,1.502053384559737,1.9851087154943912,0.721633576536747,2.4172114491340455,-0.05210742570975056,-0.01895904048523297,0.059487313540667594,0.01931645931918684
VAJDA GUBA,8056,+69:55:59,+031:58:59,1.308548517847763,1.1894354675221592,0.37015372371617694,0.7220092394892728,-0.032987636412271024,-0.018737034917401082,0.07388165746159092,0.03774405695320337
AMDERMA,8063,+69:45:00,+061:42:00,1.4456397085749195,1.8517670927497711,0.9427343807195863,1.3184002298927355,0.042433603289343334,0.017191793805537654,0.026788700680155108,0.02909548553214231
TAZOVSK,8069,+67:28:00,+078:43:59,1.8570555349387838,3.0753055355143815,1.211114725044034,1.1599996362258427,0.009994785553995479,0.0028970877609999367,-0.0139329694956257,-0.011914951529056505
NY'DA,8072,+66:37:59,+072:55:59,1.1727820057948009,2.153389429018123,1.038307659293915,1.0912734612988464,-0.009217689420655522,0.0146193479257734,-0.0080326912187661,-0.006408005099174527
SARANPAUL',8078,+64:16:59,+060:52:59,0.9410222287174435,1.725595876105459,0.7422749236471198,0.9605079759948425,-0.016024921384151597,-0.00029314572781980635,0.062055890880296734,-0.00039433557993219347
